profile_id,profile_type,profile_label,requested_center,signal_rank_centroid,sigma,pc_index,rank_fraction,eigenvalue,teacher_coefficient,teacher_aligned,signal_allocation,mc_mean_aligned,mc_std_aligned,mc_q10_aligned,mc_q90_aligned,theory_mean_aligned,theory_lambda_cv,mc_lambda_median
localized_0.050,localized,localized 0.05,0.05,0.10092245995877788,0.1,18,0.13671875,1.3088383196565183,-0.15376580923779098,0.15376580923779098,0.030946073876765307,0.14847078250697132,0.007083477609404517,0.13977785839247003,0.15776457603718783,0.14843336753952097,0.026101572156825358,0.026101572156825358
localized_0.050,localized,localized 0.05,0.05,0.10092245995877788,0.1,19,0.14453125,1.2399520923061753,-0.15248465159772062,0.15248465159772062,0.02883083159732172,0.1465695124117473,0.006768655782374653,0.13727937472516655,0.15484817707141024,0.14691359392812262,0.026101572156825358,0.026101572156825358
localized_0.050,localized,localized 0.05,0.05,0.10092245995877788,0.1,20,0.15234375,1.1779544876908665,0.15054445828876103,0.15054445828876103,0.026696729285162646,0.14523274391950994,0.007834732888343712,0.13462261143786933,0.15508124984910251,0.14476591481433612,0.026101572156825358,0.026101572156825358
localized_0.050,localized,localized 0.05,0.05,0.10092245995877788,0.1,21,0.16015625,1.1218614168484442,0.14799072757964377,0.14799072757964377,0.02457017346939449,0.14264091388916864,0.007798588235898942,0.1321997582498548,0.1526286571023266,0.1420376065710947,0.026101572156825358,0.026101572156825358
localized_0.050,localized,localized 0.05,0.05,0.10092245995877788,0.1,22,0.16796875,1.070867716082606,-0.14487248823807009,0.14487248823807009,0.02247541215565334,0.13907862885767275,0.007881401964218337,0.1296499041097294,0.1490198345785336,0.1387789660266824,0.026101572156825358,0.026101572156825358
localized_0.050,localized,localized 0.05,0.05,0.10092245995877788,0.1,23,0.17578125,1.0243082501659708,-0.14124167404539847,0.14124167404539847,0.020434140886281756,0.135046949822518,0.008493265466223511,0.12396415578754047,0.14530145563928448,0.1350426836129118,0.026101572156825358,0.026101572156825358
localized_0.050,localized,localized 0.05,0.05,0.10092245995877788,0.1,24,0.18359375,0.9816287397423887,0.13715244590226922,0.13715244590226922,0.018465215435459478,0.13157547249287574,0.008420454562462255,0.12059656536080807,0.1424963504679361,0.1308831736632578,0.026101572156825358,0.026101572156825358
localized_0.050,localized,localized 0.05,0.05,0.10092245995877788,0.1,25,0.19140625,0.9423635901526932,-0.13266048376713116,0.13266048376713116,0.016584472075852785,0.12685047218525283,0.008425525280085642,0.11669612294351024,0.13722243362873116,0.12635588361607608,0.026101572156825358,0.026101572156825358
localized_0.050,localized,localized 0.05,0.05,0.10092245995877788,0.1,26,0.19921875,0.906118836685282,-0.1278222685441733,0.1278222685441733,0.01480465191324071,0.12176824688380947,0.008786088327331645,0.11149600924013175,0.1326410662104918,0.12151660152720423,0.026101572156825358,0.026101572156825358
localized_0.050,localized,localized 0.05,0.05,0.10092245995877788,0.1,27,0.20703125,0.8725588797710122,-0.12269437202407876,0.12269437202407876,0.013135421908979629,0.11719493725736932,0.00891182169467135,0.1061301377726902,0.12881146951936867,0.11642077909211308,0.026101572156825358,0.026101572156825358
localized_0.050,localized,localized 0.05,0.05,0.10092245995877788,0.1,28,0.21484375,0.8413960626363332,0.11733277096873776,0.11733277096873776,0.011583482045486908,0.11196658946599036,0.009386069014459578,0.09960204089257033,0.12347397722064513,0.11112288521190289,0.026101572156825358,0.026101572156825358
