pc,variance,mean_power,power_se,power_over_variance
1.220000000000000000e+02,4.206284123592414659e+01,4.079810681011510454e+00,3.907542048930315870e-01,9.699322635217308419e-02
1.230000000000000000e+02,4.161489311530219481e+01,4.006470241181879999e+00,4.947869473460635437e-01,9.627491364885093494e-02
1.240000000000000000e+02,4.144736738746373561e+01,4.206381643922666669e+00,5.358322328473456020e-01,1.014873056857873712e-01
1.250000000000000000e+02,4.117827290712531152e+01,3.692780100478162630e+00,2.815168179690996642e-01,8.967787718554801057e-02
1.260000000000000000e+02,4.098981775202586419e+01,3.459660479424484070e+00,2.685073137179326830e-01,8.440292416897840488e-02
1.270000000000000000e+02,4.052968782403748094e+01,3.150664888394273611e+00,3.233723273387592023e-01,7.773721085820124721e-02
1.280000000000000000e+02,4.032608916233184004e+01,4.211064291223426181e+00,4.489731542002095011e-01,1.044253082482626549e-01
1.290000000000000000e+02,4.020581223880628841e+01,3.352901032763578648e+00,3.416832103972895496e-01,8.339344104898815946e-02
1.300000000000000000e+02,4.001228980703674409e+01,3.966834289765250876e+00,3.934932252417375209e-01,9.914039683546492510e-02
1.310000000000000000e+02,3.988121668898876493e+01,3.213814546736170286e+00,2.641318500529463709e-01,8.058466650601225911e-02
1.320000000000000000e+02,3.963431268468323054e+01,3.636794505002430178e+00,4.573040100788164364e-01,9.175873778701548744e-02
1.330000000000000000e+02,3.940479306362084344e+01,4.001605295949204333e+00,3.600041764899806762e-01,1.015512323459846489e-01
1.340000000000000000e+02,3.931541589298747397e+01,3.466854759577430833e+00,2.937091091644540297e-01,8.818054396305646803e-02
1.350000000000000000e+02,3.886554682917751080e+01,3.735744758829445455e+00,3.086074497618939705e-01,9.611970147361754979e-02
1.360000000000000000e+02,3.878486206580858919e+01,3.684789617714973708e+00,2.876019302385376952e-01,9.500587140061943214e-02
1.370000000000000000e+02,3.848403686957068714e+01,4.954347676371593678e+00,1.163710614184900960e+00,1.287377333402617841e-01
1.380000000000000000e+02,3.826691066362575810e+01,3.647043317333324097e+00,3.468553799497002266e-01,9.530540234594860050e-02
1.390000000000000000e+02,3.818336362154790464e+01,3.545607862210341743e+00,4.596627974702032771e-01,9.285739981821453104e-02
1.400000000000000000e+02,3.792772538948137395e+01,3.454438661803714616e+00,3.851930421872838961e-01,9.107951047235081365e-02
1.410000000000000000e+02,3.784659715823956105e+01,3.728743066323751520e+00,3.902002192541815795e-01,9.852254486007255840e-02
1.420000000000000000e+02,3.774602111265486570e+01,3.394974159961768656e+00,3.175670774393382634e-01,8.994257036600759869e-02
1.430000000000000000e+02,3.749063989736182378e+01,4.016990587356199960e+00,8.374563398564714989e-01,1.071464930540935168e-01
1.440000000000000000e+02,3.734791702617184939e+01,3.626469127501915857e+00,3.116862772229316847e-01,9.709963543510709283e-02
1.450000000000000000e+02,3.715874206876265617e+01,3.334333201589922968e+00,3.904175975500706053e-01,8.973213343497213335e-02
1.460000000000000000e+02,3.708413159288929251e+01,3.437792509113740014e+00,6.065688361545280571e-01,9.270252157591094000e-02
1.470000000000000000e+02,3.679822225986571738e+01,3.463540467050865601e+00,2.624913413839506937e-01,9.412249435833221212e-02
1.480000000000000000e+02,3.665216756926246688e+01,3.215608779418199337e+00,2.560990363769440892e-01,8.773311355574230086e-02
