pc,kappa_0.160681,kappa_1.60681,kappa_16.0681,kappa_160.681,kappa_1606.81
1.790000000000000000e+02,1.763157769692399457e-01,2.041957497177898373e-01,3.781837471227231795e-01,7.120631603465300552e-01,8.687798958635400970e-01
1.800000000000000000e+02,1.775330752281863711e-01,2.055598520846264599e-01,3.801335518584296191e-01,7.136210773935275364e-01,8.695747989774673670e-01
1.810000000000000000e+02,1.785931693594265401e-01,2.067473358849765963e-01,3.818265746065511723e-01,7.149678904473391050e-01,8.702611139065982160e-01
1.820000000000000000e+02,1.796259709458492004e-01,2.079034005566001431e-01,3.834668087701665340e-01,7.162618924667712994e-01,8.709189330116687833e-01
1.830000000000000000e+02,1.806913738706122097e-01,2.090955584860701433e-01,3.851545065094026943e-01,7.175883181484312701e-01,8.715925021913359938e-01
1.840000000000000000e+02,1.818776752335528324e-01,2.104226981718786971e-01,3.870304810012547003e-01,7.190589679210329654e-01,8.723387634620042297e-01
1.850000000000000000e+02,1.828710947756479188e-01,2.115337584088993195e-01,3.885982290235800440e-01,7.202842886751861240e-01,8.729599988560922119e-01
1.860000000000000000e+02,1.840256955704821507e-01,2.128247986229454547e-01,3.904172500974446014e-01,7.217024542082284277e-01,8.736784926046393673e-01
1.870000000000000000e+02,1.852381409524053169e-01,2.141796910042378099e-01,3.923185603080737160e-01,7.231747386775522202e-01,8.744229603798654438e-01
1.880000000000000000e+02,1.862503171532010893e-01,2.153102804753641020e-01,3.939004546255260308e-01,7.243936588552190026e-01,8.750384501317922670e-01
1.890000000000000000e+02,1.873704633253248097e-01,2.165610959799341984e-01,3.956471195749863834e-01,7.257351109645988618e-01,8.757151789361702354e-01
