trial,sigma,alpha,lam,kappa
31,1.3177044300762262,3.090295432513592,0.0030902954325135,0.0068879449162997
31,4.166947281934956,12.30268770812381,0.0123026877081238,0.0176724164225175
31,13.177044300762262,37.1535229097172,0.0371535229097172,0.0442904502986448
31,41.66947281934956,120.22644346174133,0.1202264434617413,0.1296141893266365
32,1.3177044300762262,2.884031503126605,0.0028840315031266,0.0066225297317136
32,4.166947281934956,11.481536214968816,0.0114815362149688,0.0167550522002
32,13.177044300762262,34.673685045253166,0.0346736850452531,0.0416887068570924
32,41.66947281934956,97.72372209558092,0.0977237220955809,0.1066930641864478
33,1.3177044300762262,3.311311214825908,0.0033113112148259,0.0071699185739953
33,4.166947281934956,15.135612484362072,0.015135612484362,0.0208046512743799
33,13.177044300762262,60.25595860743569,0.0602559586074356,0.0682819464494796
33,41.66947281934956,275.4228703338163,0.2754228703338163,0.2865584719511916
34,1.3177044300762262,2.691534803926914,0.0026915348039269,0.0063726729940749
34,4.166947281934956,11.481536214968816,0.0114815362149688,0.0167550522002
34,13.177044300762262,45.70881896148752,0.0457088189614875,0.0532193956875115
34,41.66947281934956,208.92961308540364,0.2089296130854036,0.2194695937465584
35,1.3177044300762262,2.884031503126605,0.0028840315031266,0.0066225297317136
